Timestamp;Game Type;Auction Round;Winner;Artist;Amount Paid
2020-01-23 15:30:21.931397;value;3;random_bot-3;Picasso;50
2020-01-23 15:30:21.931397;value;4;random_bot-3;Da Vinci;50
2020-01-23 15:30:21.931397;value;5;random_bot-3;Picasso;50
2020-01-23 15:30:21.931397;value;6;random_bot-3;Da Vinci;50
2020-01-23 15:30:21.931397;value;7;random_bot-3;Rembrandt;50
2020-01-23 15:30:21.931397;value;8;random_bot-3;Picasso;50
2020-01-23 15:30:21.931397;value;9;random_bot-3;Picasso;50
2020-01-23 15:30:21.931397;value;10;random_bot-3;Van Gogh;50
2020-01-23 15:30:21.931397;value;11;random_bot-3;Van Gogh;50
2020-01-23 15:30:21.931397;value;12;random_bot-3;Da Vinci;50
2020-01-23 15:30:21.931397;value;13;random_bot-3;Da Vinci;50
2020-01-23 15:30:21.931397;value;14;random_bot-3;Van Gogh;50
2020-01-23 15:30:21.931397;value;15;random_bot-3;Rembrandt;50
2020-01-23 15:30:21.931397;value;16;1604990-1;Picasso;29
2020-01-23 15:30:21.931397;value;17;random_bot-3;Picasso;50
2020-01-23 15:30:21.931397;value;18;random_bot-3;Rembrandt;50
2020-01-23 15:30:21.931397;value;19;1604990-1;Picasso;24
2020-01-23 15:30:21.931397;value;20;1604990-1;Rembrandt;10
2020-01-23 15:30:21.931397;value;21;1604990-1;Rembrandt;42
2020-01-23 15:30:21.931397;value;22;random_bot-3;Da Vinci;50
2020-01-23 15:30:21.931397;value;23;random_bot-3;Picasso;50
2020-01-23 15:30:21.931397;value;24;1604990-1;Van Gogh;42
2020-01-23 15:30:21.931397;value;25;1604990-1;Picasso;41
2020-01-23 15:30:21.931397;value;26;1604990-1;Rembrandt;42
2020-01-23 15:30:21.931397;value;27;1604990-1;Rembrandt;23
2020-01-23 15:30:21.931397;value;28;1604990-1;Van Gogh;45
2020-01-23 15:30:21.931397;value;29;1604990-1;Da Vinci;10
2020-01-23 15:30:21.931397;value;30;1604990-1;Picasso;42
2020-01-23 15:30:21.931397;value;31;random_bot-3;Rembrandt;50
2020-01-23 15:30:21.931397;value;32;1604990-1;Da Vinci;10
2020-01-23 15:30:21.931397;value;33;1604990-1;Da Vinci;10
2020-01-23 15:30:21.931397;value;34;1604990-1;Van Gogh;10
